dataset_name,test_name,exp,T_train,C_train,R_train,S_train,N_train,DSC_train,CC_train,MSE_train
fashionmnist,ShaRP-GT,layer:diagonal_normal.kl_weight:0.01,0.8752423503135469,0.9525257967528563,0.5524805466699813,0.9316478907914175,0.844,0.7806,0.7393939393939394,0.04540463164448738
fashionmnist,ShaRP-KMeans,layer:diagonal_normal.kl_weight:0.01,0.9520482260974144,0.9770372762935601,0.7492567193085905,0.9265041904992322,0.7266,0.6442,0.8787878787878787,0.03492213040590286
fashionmnist,ShaRP-AG,layer:diagonal_normal.kl_weight:0.01,0.9391734959768634,0.9731378060304098,0.715284163455511,0.9307877424659146,0.7370666666666666,0.6316,0.8424242424242424,0.03757154196500778
fashionmnist,ShaRP-GT,layer:diagonal_normal.kl_weight:0.1,0.8094563697276866,0.901435466597944,0.4692779018994116,0.8738551945734608,0.8297333333333332,0.7912,0.6909090909090909,0.05099949240684509
fashionmnist,ShaRP-KMeans,layer:diagonal_normal.kl_weight:0.1,0.9351590298657045,0.9636065515562809,0.7545036720157585,0.8658094326968276,0.7046,0.6118,0.812121212121212,0.036684125661849976
fashionmnist,ShaRP-AG,layer:diagonal_normal.kl_weight:0.1,0.9110312916988804,0.9538956046158692,0.6972081174942717,0.8684278868297851,0.6952666666666666,0.6232,0.806060606060606,0.04045296832919121
fashionmnist,ShaRP-GT,layer:generalized_normal.power:5,0.8081865990894253,0.9083320333304699,0.4411237368443137,0.8880896738312395,0.8628,0.8344,0.5696969696969697,0.05165054649114609
fashionmnist,ShaRP-KMeans,layer:generalized_normal.power:5,0.9386664547719268,0.9628616900037225,0.7662626503884333,0.8796148827174195,0.7126,0.6274,0.9272727272727272,0.03683677688241005
fashionmnist,ShaRP-AG,layer:generalized_normal.power:5,0.9250470749935573,0.9606342009563897,0.7047424226312149,0.8775830976652393,0.7169333333333334,0.6268,0.8303030303030303,0.03889555111527443
fashionmnist,ShaRP-GT,layer:generalized_normal.power:15,0.7014149471694872,0.738919216562151,0.4293093856383331,0.9326604800597527,0.4938,0.275,0.7878787878787878,0.06857551634311676
fashionmnist,ShaRP-KMeans,layer:generalized_normal.power:15,0.9294494516507745,0.9629500443833576,0.7236114547934994,0.8710041920877174,0.7074,0.6386,0.8666666666666666,0.03677134960889816
fashionmnist,ShaRP-AG,layer:generalized_normal.power:15,0.7490241617272284,0.8454359018411934,0.4793680041021739,0.9277450329115666,0.542,0.3406,0.8303030303030303,0.06855377554893494
fashionmnist,ShaRP-GT,layer:triangle.use_bias:True,0.8200326088823984,0.8967475302809037,0.44157480735392973,0.8983007628322015,0.9076,0.8298,0.7515151515151515,0.05047444626688957
fashionmnist,ShaRP-KMeans,layer:triangle.use_bias:True,0.9451245654726111,0.9570609455086906,0.44981646608724457,0.898091216486414,0.7292,0.6062,0.09696969696969704,0.03757254779338837
fashionmnist,ShaRP-AG,layer:triangle.use_bias:True,0.9402057211579761,0.9637489104601552,0.6641597906195867,0.9137420370945258,0.7288666666666666,0.6108,0.509090909090909,0.03607674315571785
fashionmnist,ShaRP-GT,layer:triangle.use_bias:False,0.8099173095094923,0.8122433067033188,0.2967763533412657,0.8674593184961236,0.833,0.6642,0.5393939393939394,0.05174381285905838
fashionmnist,ShaRP-KMeans,layer:triangle.use_bias:False,0.8949490192709676,0.8597212610600464,0.4388352107137258,0.8791565762901692,0.6897333333333334,0.4596,0.6363636363636364,0.043681345880031586
fashionmnist,ShaRP-AG,layer:triangle.use_bias:False,0.9017812845402743,0.85178249291298,0.3249968259762321,0.8896278141028674,0.6906666666666667,0.4898,0.09696969696969704,0.044371597468853
har,ShaRP-GT,layer:diagonal_normal.kl_weight:0.01,0.8513045156487129,0.9284355353205623,0.6427278510678823,0.8855920817725399,0.9831333333333332,0.9824,0.6857142857142857,0.009219136089086533
har,ShaRP-KMeans,layer:diagonal_normal.kl_weight:0.01,0.9182587349311342,0.9604520516565015,0.7187635150826043,0.8585323578546037,0.7784666666666666,0.663,0.9142857142857144,0.007885380648076534
har,ShaRP-AG,layer:diagonal_normal.kl_weight:0.01,0.9201651748131604,0.9610477908541649,0.6578645173715182,0.8966576463062487,0.8329333333333332,0.732,0.5428571428571428,0.008150746114552021
har,ShaRP-GT,layer:diagonal_normal.kl_weight:0.1,0.8164317956647482,0.8796859032729147,0.4709989706719445,0.7450010736565648,0.9323333333333332,0.9188,0.11428571428571427,0.010296347551047802
har,ShaRP-KMeans,layer:diagonal_normal.kl_weight:0.1,0.8951493628840592,0.9256024396529507,0.5796489692302946,0.7262104994200459,0.7690666666666666,0.6738,0.5428571428571428,0.008216534741222858
har,ShaRP-AG,layer:diagonal_normal.kl_weight:0.1,0.88627209002663,0.8454635397875325,0.46365741238101627,0.7503626902609036,0.8018666666666666,0.7048,0.2857142857142857,0.009094233624637127
har,ShaRP-GT,layer:generalized_normal.power:5,0.8233071729232884,0.8795114165449703,0.4721004394901114,0.7647512750182911,0.9652666666666666,0.9414,0.2,0.009950319305062294
har,ShaRP-KMeans,layer:generalized_normal.power:5,0.9008904790539186,0.9224966125476047,0.6329201714321315,0.7706711381419382,0.7649333333333334,0.696,0.5428571428571428,0.008231152780354023
har,ShaRP-AG,layer:generalized_normal.power:5,0.8896356784926839,0.9273283051284253,0.5797230774323444,0.7582485603713116,0.8066666666666666,0.7312,0.7428571428571429,0.009241383522748947
har,ShaRP-GT,layer:generalized_normal.power:15,0.8278152163330756,0.8774724508203763,0.5565101248146661,0.7625885557189492,0.9486,0.9266,0.5428571428571428,0.00985997635871172
har,ShaRP-KMeans,layer:generalized_normal.power:15,0.9003344729834206,0.9338671133636858,0.668108138582137,0.7436810399887964,0.7910666666666667,0.6878,0.6857142857142857,0.007724707014858723
har,ShaRP-AG,layer:generalized_normal.power:15,0.8866390630816368,0.9220409586805257,0.5139120443189773,0.7593056029909004,0.8028,0.7054,0.3142857142857143,0.008247126825153828
har,ShaRP-GT,layer:triangle.use_bias:True,0.8371737937748762,0.8764162815336598,0.47329065280581,0.7072240455486476,0.9828666666666668,0.9082,0.11428571428571427,0.009427627548575401
har,ShaRP-KMeans,layer:triangle.use_bias:True,0.9172919222289035,0.919681728373851,0.5308068257518752,0.8034424394577444,0.7705333333333333,0.6622,0.6857142857142857,0.00778801366686821
har,ShaRP-AG,layer:triangle.use_bias:True,0.9021176473956991,0.9077317985281906,0.5248554997256796,0.7488930178712917,0.8125333333333334,0.6086,0.057142857142857106,0.008058133535087109
har,ShaRP-GT,layer:triangle.use_bias:False,0.827981502161899,0.828926466798385,0.4535505425701936,0.7142044487675784,0.9841333333333332,0.9446,0.3142857142857143,0.009827992878854275
har,ShaRP-KMeans,layer:triangle.use_bias:False,0.8936401798241846,0.8302433181570885,0.44420131913525523,0.6966011104437023,0.7582,0.6388,0.4857142857142857,0.008533559739589691
har,ShaRP-AG,layer:triangle.use_bias:False,0.8879728660195287,0.8456939094579503,0.47740083470248856,0.7198032247642439,0.7938,0.679,0.2,0.008754521608352661
reuters,ShaRP-GT,layer:diagonal_normal.kl_weight:0.01,0.5600474300604186,0.7121924061506744,0.3821655213463305,0.8990203172606072,0.9829333333333332,0.9764,0.7428571428571429,0.0013625858118757606
reuters,ShaRP-KMeans,layer:diagonal_normal.kl_weight:0.01,0.5956096898891847,0.75978125590585,0.17609986306082345,0.8888559765271368,0.7215333333333332,0.6356,0.2857142857142857,0.0012987245572730899
reuters,ShaRP-AG,layer:diagonal_normal.kl_weight:0.01,0.5887783867365346,0.7338271454342411,0.22816944257139862,0.8919557771937424,0.7397333333333334,0.6532,0.45714285714285713,0.0013060923665761948
reuters,ShaRP-GT,layer:diagonal_normal.kl_weight:0.1,0.549374950605618,0.6559098416516336,0.002786676467478777,0.6885280057554798,0.9584666666666668,0.853,0.028571428571428525,0.0013738427078351378
reuters,ShaRP-KMeans,layer:diagonal_normal.kl_weight:0.1,0.5893508003321593,0.7256970821521633,0.2622441322629403,0.6598805430342705,0.7491333333333333,0.6502,0.2,0.0013108961284160614
reuters,ShaRP-AG,layer:diagonal_normal.kl_weight:0.1,0.5810401454628755,0.720701915642986,0.15654979714984238,0.6753871700092117,0.7309333333333334,0.6116,0.2571428571428571,0.0013183392584323883
reuters,ShaRP-GT,layer:generalized_normal.power:5,0.5544833147209576,0.681573507430633,0.29677215632942033,0.7101376133271331,0.9672,0.9168,0.08571428571428563,0.0013735548127442598
reuters,ShaRP-KMeans,layer:generalized_normal.power:5,0.5879652664433181,0.7593810554648799,0.1564150874977851,0.7108059371955717,0.7353333333333333,0.637,0.17142857142857137,0.001312000211328268
reuters,ShaRP-AG,layer:generalized_normal.power:5,0.5851890043810669,0.7188042779829911,0.19833395844083,0.7140524881827631,0.7338,0.6206,0.2571428571428571,0.0013281423598527908
reuters,ShaRP-GT,layer:generalized_normal.power:15,0.5516560146608253,0.722277816911491,0.26897211726605186,0.6985197062747235,0.9729333333333332,0.917,0.14285714285714285,0.0013725808821618557
reuters,ShaRP-KMeans,layer:generalized_normal.power:15,0.5892300260573261,0.7582600750221917,0.07394174060612627,0.6917082987814753,0.7133333333333333,0.5652,0.2857142857142857,0.0013106740079820156
reuters,ShaRP-AG,layer:generalized_normal.power:15,0.5864813332187957,0.7082465194857257,0.2355220110175914,0.6802824039130615,0.7438666666666666,0.627,0.8285714285714286,0.0013232901692390442
reuters,ShaRP-GT,layer:triangle.use_bias:True,0.5604202502648684,0.7066454485582567,0.2422609247633385,0.5916482387420979,0.9837333333333332,0.874,0.4857142857142857,0.0013721956638619304
reuters,ShaRP-KMeans,layer:triangle.use_bias:True,0.5919031870114251,0.7365362254101882,0.04072255254355902,0.5721582942074565,0.7170666666666666,0.5818,0.3142857142857143,0.001322102965787053
reuters,ShaRP-AG,layer:triangle.use_bias:True,0.5887591444034017,0.7113490994473557,-0.024399484736451923,0.5940979609525138,0.7402,0.5424,0.17142857142857137,0.0013340710429474711
reuters,ShaRP-GT,layer:triangle.use_bias:False,0.5577756149242619,0.7099875783867365,0.33711346349682475,0.6792663232568781,0.9716666666666668,0.8994,0.4857142857142857,0.0013866358203813434
reuters,ShaRP-KMeans,layer:triangle.use_bias:False,0.5897456518626694,0.7056605102654412,0.07565089081037206,0.5800472997057464,0.701,0.5378,0.34285714285714286,0.0013471617130562663
reuters,ShaRP-AG,layer:triangle.use_bias:False,0.5884646851645048,0.7176347221029121,0.09647812909945849,0.5933747916512397,0.7402666666666666,0.623,0.2857142857142857,0.0013565428089350462
usps,ShaRP-GT,layer:diagonal_normal.kl_weight:0.01,0.8351724479569338,0.9416343727629356,0.27980761303488955,0.904721255852351,0.9886666666666666,0.961,0.7515151515151515,0.04129172810205006
usps,ShaRP-KMeans,layer:diagonal_normal.kl_weight:0.01,0.8691512126678693,0.9491736677834092,0.5859544089414168,0.8223196380144199,0.7830666666666666,0.7068,0.8424242424242424,0.03920840619478841
usps,ShaRP-AG,layer:diagonal_normal.kl_weight:0.01,0.85716292414741,0.9509985625518999,0.4946442038031506,0.8574282732658984,0.7910666666666666,0.704,0.812121212121212,0.039236803198630904
usps,ShaRP-GT,layer:diagonal_normal.kl_weight:0.1,0.7969235403602211,0.9089652149013544,0.3023795817178951,0.7709638955477599,0.9524,0.9106,0.2848484848484849,0.044685060596673064
usps,ShaRP-KMeans,layer:diagonal_normal.kl_weight:0.1,0.8427094808578873,0.9131448042837099,0.43266354902536613,0.7772986318204629,0.7472666666666666,0.7192,0.7515151515151515,0.040343275556913166
usps,ShaRP-AG,layer:diagonal_normal.kl_weight:0.1,0.8178005612347163,0.9177338716605102,0.40921369433728055,0.7730759011879663,0.7690666666666666,0.6504,0.696969696969697,0.04190261150886443
usps,ShaRP-GT,layer:generalized_normal.power:5,0.8022383414941443,0.9226729032442803,0.3209283350585614,0.7919854755775153,0.9866,0.9594,0.5393939393939394,0.04442414371202216
usps,ShaRP-KMeans,layer:generalized_normal.power:5,0.8441921083526616,0.9110225811070068,0.45882784670028587,0.7928635976375459,0.7432,0.6882,0.8484848484848484,0.04122524567102354
usps,ShaRP-AG,layer:generalized_normal.power:5,0.8159218852904963,0.9154985196002634,0.3384480461284981,0.7988715153436133,0.7732666666666667,0.6758,0.6303030303030304,0.042635948446284114
usps,ShaRP-GT,layer:generalized_normal.power:15,0.8004639635770123,0.9133845374108753,0.2755733102262476,0.7851117092526667,0.9742,0.93,0.2909090909090909,0.04529390494942221
usps,ShaRP-KMeans,layer:generalized_normal.power:15,0.8387124874724394,0.910656438450305,0.48442885500651567,0.7891929418768798,0.7472666666666666,0.6842,0.7515151515151515,0.04032203088514325
usps,ShaRP-AG,layer:generalized_normal.power:15,0.8218392005268734,0.9192173982762076,0.4547566923510809,0.7896994264120712,0.7617333333333333,0.6716,0.7515151515151515,0.04189649859835204
usps,ShaRP-GT,layer:triangle.use_bias:True,0.8087682902385247,0.8918694041176303,0.2238185266631353,0.7430072801218751,0.9887333333333334,0.8928,0.33333333333333337,0.04418716356801629
usps,ShaRP-KMeans,layer:triangle.use_bias:True,0.858381135641268,0.8980064828336627,0.2153796293037346,0.7604615573701818,0.7684,0.6932,0.509090909090909,0.03879787472108864
usps,ShaRP-AG,layer:triangle.use_bias:True,0.8343466597944048,0.8925327033759987,0.2827155846850988,0.8018081280392629,0.7877333333333334,0.5772,0.4303030303030303,0.0416031148907735
usps,ShaRP-GT,layer:triangle.use_bias:False,0.8047689201958594,0.8196086246886006,0.17542546253959246,0.7480141046585772,0.9692,0.7996,0.18181818181818188,0.04582602113102775
usps,ShaRP-KMeans,layer:triangle.use_bias:False,0.8379497465853449,0.8192977980127709,0.16585028667339222,0.7575911945544779,0.7568666666666666,0.5734,0.3939393939393939,0.04094187485577258
usps,ShaRP-AG,layer:triangle.use_bias:False,0.7885758669071958,0.7262037568364688,0.07367542201910825,0.8132358745793393,0.7376,0.4732,0.4727272727272727,0.04705649996713929
